Data*Wągrowiec - ul. Lipowa (pył zawieszony PM10 [jednostka ug/m3])*Gniezno - ul. Paczkowskiego (pył zawieszony PM10 [jednostka ug/m3])*Kalisz - ul. Wyszyńskiego (pył zawieszony PM10 [jednostka ug/m3])*Leszno - ul. Kiepury (pył zawieszony PM10 [jednostka ug/m3])*Nowy Tomyśl - ul. Sienkiewicza (pył zawieszony PM10 [jednostka ug/m3])*Ostrów Wielkopolski - ul. Wysocka  (pył zawieszony PM10 [jednostka ug/m3])*Pila - ul. Kusocińskiego (pył zawieszony PM10 [jednostka ug/m3])*Pleszew - Al. Mickiewicza (pył zawieszony PM10 [jednostka ug/m3])*Tarnowo Podgórne - ul. Zachodnia (pył zawieszony PM10 [jednostka ug/m3])*Poznań - ul. Szymanowskiego (pył zawieszony PM10 [jednostka ug/m3])
2015-01-01 ,43.9,45.1,56.6,36.3 ,35.4,51.0 ,39.3,
2015-01-02 ,20.2,20.4,17.6,10.8 ,14.6,20.2 ,12.8,
2015-01-03 ,20.7,17.0,18.7,13.6 ,13.9,21.8 ,14.5,
2015-01-04 ,11.0,14.9,14.3,15.3 ,8.9,20.6 ,11.1,
2015-01-05  ,23.4,23.6,44.3 ,16.0,40.1 ,18.2,
2015-01-06 ,29.1,37.1,47.2,52.6 ,28.8,47.2 ,27.3,
2015-01-07 ,56.8,50.3,59.8,54.0 ,53.7,46.6 ,52.6,
2015-01-08,41.7,43.6,44.4,28.3,27.8 ,31.5,56.5 ,33.7,
2015-01-09,16.9,20.3,14.7,14.2,11.7 ,13.1,14.6 ,13.5,
2015-01-10,18.8,17.5,11.6,12.9,9.4 ,13.4,18.0 ,12.1,
2015-01-11,16.8,17.1,15.6,16.1,11.9 ,9.9,14.3 ,12.9,
2015-01-12,15.7,19.6,12.6,15.2,9.3 ,12.4,14.2 ,13.8,
2015-01-13,15.1,16.3,14.5,32.5,11.8,13.2,12.5,27.9 ,12.6,
2015-03-28,49.9,48.0,42.3,30.9,30.0,56.0,43.8 ,28.5,33.1,
2015-03-29,32.4,34.6,46.9,23.8,21.9,31.1,38.6 ,26.1,22.8,
2015-03-30,7.6,7.6,9.7,9.2,4.7,10.6,7.6 ,5.9,5.9,
2015-03-31,11.8,11.9,14.4,9.5,9.0,16.2,12.7 ,11.0,9.8,
2015-04-01,8.0,7.7,11.7,11.2,8.8,12.8,7.6 ,4.9,7.6,
2015-04-02,13.5,16.9,17.5,13.6,16.8,21.2,13.8 ,10.1,10.2,
2015-04-03,12.4,14.9,18.0,26.5,24.1,28.1,10.3,24.9,11.6,11.1,
2015-04-04,14.9,13.8,17.9,20.9,34.2,26.4,12.2,25.9,12.6,13.5,
2015-04-05,17.9,10.4 ,22.1,29.2,30.0,10.2,37.5,7.7,11.2,
2015-04-06,19.2,15.0 ,19.2,57.0,31.2,9.4,36.4,14.6,9.5,
2015-04-07,22.5,23.7,51.8,28.4,24.8,34.3,20.8  ,16.8,
2015-04-08,20.3,19.6,24.4,19.2,33.2,30.9,15.1 ,16.5,12.5,
2015-04-09,51.3,40.4,32.3,14.9,46.4,41.5,37.3 ,28.8,25.6,
2015-04-10,91.0,78.2,54.1,29.2,78.0,53.4,60.0,48.7,57.5,44.3,
2015-04-11,51.7,53.7,47.9,35.4,39.8,44.9,35.4,52.1,46.9,54.1,
2015-04-12,18.7,19.5,18.7,12.8,15.6,22.9,15.1,26.2,12.3,17.1,
2015-04-13,29.4,30.4,39.3,18.3,22.3,41.1,21.9,56.2,16.2,17.3,
2015-04-14,20.1,19.8,20.7,22.1,18.9,24.1,14.4,25.2,15.8,10.7,
2015-04-15,24.5,26.7,29.8,24.9,19.1,29.7,16.1,31.0,19.3,21.9,
2015-04-16,17.2,15.6,27.7,18.6,31.2,43.6,17.2,39.3 ,16.3,
2015-04-17,24.5,16.3,25.8,23.2,32.9,35.9,12.0,35.0,15.4,13.6,
2015-04-18,12.1,14.5,18.3,13.5,20.1,23.9,9.8,31.9,9.3,10.8,
2015-04-19,14.0,11.5,20.3,18.2,24.2,29.5,12.1 ,9.8,9.2,
2015-04-20,17.6,27.8,50.0,15.3,19.2,66.2,14.4 ,12.8,11.4,
2015-04-21,23.0,23.2,43.0,22.9,22.8,53.2,16.7 ,20.9,21.4,
2015-04-22,27.3,26.1,33.1,25.4,29.8,68.4,15.9 ,26.9,20.3,
2015-04-23,31.0,29.7,40.0,32.4,36.3,51.0,24.0 ,21.9,16.7,
2015-04-24,42.5,41.7,46.0,35.4,56.0,58.9,24.7 ,31.3,35.7,
2015-04-25,43.6,39.2,39.3,25.1,33.2,34.1,34.9 ,30.7,27.7,
2015-04-26,25.0,20.0,19.3,16.0,15.2,17.3,20.6 ,15.8,16.8,
2015-04-27,20.8,20.3,27.1,16.3,23.8,23.9,23.1 ,19.3 ,
2015-04-28,9.3,10.9,20.8,14.2,12.4,20.7,7.7 ,8.8 ,
2015-04-29,26.3,23.8,23.9,18.0,19.1,25.7,16.6 ,18.8,13.7,
2015-04-30 ,39.2,43.6,28.4,32.8,41.4  ,34.8,14.2,
2015-05-01,23.6,23.9,35.9,24.7,24.6,29.4,21.6,43.5,21.4,14.8,
2015-05-02,24.8,20.8,24.0,17.1,29.3,46.9,12.1,45.1,14.9,16.2,
2015-05-03,22.1,23.6,33.7,20.1,29.5,32.8,13.4,33.8,25.8,16.2,
2015-05-04,23.3,26.1,21.4,14.5,18.4,36.8,16.3,28.9,18.7,13.7,
2015-05-05,24.9,27.4,29.3,21.3,22.9,26.8,23.1,36.6,25.1,19.1,
2015-05-06,20.7,21.1,17.5,16.7,17.1,18.2,12.7,23.9,21.6,15.0,
2015-05-07,17.9,16.5,17.3,15.9,16.3,18.7,13.4,23.8 ,14.0,
2015-05-08,21.1,16.6,16.7,11.5,26.8,22.7,15.0,22.2,22.1,16.4,
2015-05-09,21.4,20.6,25.1,19.4,28.4,23.1,19.7,33.8,26.4,20.1,
2015-05-10,12.9,12.3,18.6,12.2,10.9,19.1,9.4,23.3,12.0,8.2,
2015-05-11,15.3,15.7,14.5,13.1,17.9,20.9,13.5,19.8,15.3,14.7,
2015-05-12,21.1,19.6,24.7,18.8,19.4,26.0,22.1,27.1,19.3,16.2,
2015-05-13,17.9,15.8,17.9,14.9,15.3,26.6,11.3,23.5,14.8,15.2,
2015-05-14,12.2,14.0,24.3,15.4,17.4,30.1,15.2,32.9,11.4,13.5,
2015-05-15,14.7,14.2,19.2,16.9,29.2,33.4,13.0,31.8 ,14.7,
2015-05-16,21.1,19.7,29.8,21.2,23.3,41.9,19.5,47.7,18.8,19.9,
2015-05-17,14.5,15.4,19.6,17.4,15.4,23.1,11.1,27.9,13.4,20.3,
2015-05-18,22.9,23.0,27.4,21.4,24.0,28.9,14.4,31.6,23.1,20.9,
2015-05-19,29.0,27.7,28.7,27.0,25.2,27.5,32.3,32.2,21.5,30.1,
2015-05-20,24.2,22.2,21.1,20.5,23.1,22.8,21.8,32.4,19.1,17.8,
2015-05-21,19.8,19.5,22.8,19.7,23.1,22.7,22.8,35.3,21.7,29.7,
2015-05-22,22.1,19.9,26.4,14.9,32.0,32.2,30.3,37.8,15.3,12.8,
2015-05-23,23.9,21.5,24.6,16.9,29.8,22.8,32.0,31.9,21.6,15.3,
2015-05-24,16.6,12.1,29.9,13.6,21.6,29.1,25.7,27.6,15.3,17.5,
2015-05-25,25.8,21.8,31.8,19.5,26.4,30.2,30.9,32.5,22.2,23.7,
2015-05-26,20.8,20.7,30.8,15.2,16.8,37.5,31.2,45.5,15.1,33.7,
2015-05-27,24.8,16.7,18.7,13.8,16.3,23.0,19.1,28.6,14.0,10.7,
2015-05-28,19.7,16.0,16.5,15.7,18.5,17.6,30.8,24.0,17.0,14.1,
2015-05-29 ,17.0,20.9,15.7,16.0,21.6 ,30.7,16.3,18.2,
2015-05-30,16.4,16.8,21.0,12.3,14.6,22.5,25.4,26.7,14.0,24.1,
2015-05-31,13.2,12.5,13.5,10.1,15.3,13.4,11.6 ,12.8,13.1,
2015-06-01,24.8,17.4,20.2,14.8,15.5,21.0,12.1,45.5,12.0,14.6,
2015-06-02,18.0,21.0,15.8,11.5,15.1,17.9,19.4,31.5,12.6,14.6,
2015-06-03,22.4,22.0,19.3,15.4,19.2,26.5,24.6,40.3,16.3,15.8,
2015-06-04,12.9,12.1,16.6,11.2,13.6,40.5,11.4,26.8,10.6,11.2,
2015-06-05,19.0,18.1,25.8,14.1,24.1,27.3,15.6,44.0,17.1,12.4,
2015-06-06,24.9,23.9,22.3,19.8,28.1,29.8,27.9,35.7,25.2,21.0,
2015-06-07,18.2,13.8,19.3,14.4,14.0,26.9,13.2,25.2,13.8,14.8,
2015-06-08,16.6,16.2,20.1,19.7,17.1,26.1,15.9,42.1,15.0,14.1,
2015-06-09,14.4,11.0,14.8,11.8,12.6,18.9,12.2,20.1,11.2,10.4,
2015-06-10,13.0,15.7,16.3,13.6,19.7,23.7,11.5,25.1,12.1,11.8,
2015-06-11,24.3,16.9,23.5,15.6,20.4,32.7,19.7,29.8,12.8,16.3,
2015-06-12,28.8,27.5,26.5,27.1,29.7,29.4,25.0,31.6,26.0,21.5,
2015-06-13,23.3,23.9,27.2 ,25.2,28.1,25.6,28.2,25.2,24.3,
2015-06-14,17.2,19.2,20.3 ,17.4,20.8,21.9,22.6,17.9,16.5,
2015-06-15,14.9,13.0,15.6 ,13.1,20.8,10.2,21.3,12.5,11.9,
2015-06-16,19.0,14.2,14.8 ,13.9,18.2,12.1,22.3,13.1,10.2,
2015-06-17,19.0,17.3,17.0,15.0,16.7,16.8,16.6,22.4,14.3,17.0,
2015-06-18,15.4,16.5,18.6,11.8,17.6,18.1,11.4,20.9,16.4,15.5,
2015-06-19,12.9,12.2,11.6,9.9,9.7,12.8,7.9,15.0,11.4,10.8,
2015-06-20,10.8,10.7,12.5,10.7,8.7,13.0,8.6,20.4,10.2,11.1,
2015-06-21,14.5,12.7,12.6,11.6,12.5,13.7,9.8,15.4,13.6,14.3,
2015-06-22,17.3,16.6,15.6,9.5,14.1,14.9,16.8,17.3,17.3,13.7,
2015-06-23,10.7,10.9,10.1,13.6,8.4,9.7,13.4,14.0,10.7,8.8,
2015-06-24,15.1,15.5,13.2,15.7,13.3,13.3,11.0,16.7,15.2,12.0,
2015-06-25,20.4,19.9,19.1,26.1,17.0,22.1,19.6,23.3,18.2,16.9,
2015-06-26,21.2,23.9,30.4,24.9,27.8,37.3,19.6,34.8,24.2,28.2,
2015-06-27,18.1,17.1,25.1,20.0,20.8,24.8,16.2,32.6,21.2,17.7,
2015-06-28,18.1,24.1,27.4,16.2,17.1,24.8,22.8,23.4,21.4,13.9,
2015-06-29,15.5,17.2,18.0,19.7,17.4,20.4,14.3,19.3,27.0,19.4,
2015-06-30,16.3,20.7,25.6,12.3,18.6,23.2,13.6,28.0,7.1,19.2,
2015-07-01,11.9,13.0,18.7,14.6,32.8,26.9,11.9,22.6,15.2,13.8,
2015-07-02,15.2,16.2,17.9,19.4,22.7,25.9,13.5,25.8,14.7,13.4,
2015-07-03,23.8,22.9,23.9,22.9,53.8,26.4,24.4,26.9,27.5,28.0,
2015-07-04,36.1,24.9,25.1,24.2,52.0,33.3,30.2,32.7,29.2,30.3,
2015-07-05,34.1,30.5,36.5,22.3,35.7,41.4 ,37.9,30.4,32.1,
2015-07-06,21.7,24.5,30.1,20.2,22.1,32.3,25.9,36.0,20.3,20.4,
2015-07-07,25.5,26.1,23.6,19.4,31.6,24.4,23.2,25.3,21.7,21.5,
2015-07-08,20.2,19.6,24.6,12.4,15.9,28.5,17.9,23.6,20.0,19.8,
2015-07-09,12.8,14.3,13.0,14.8,9.4,13.6,15.8,19.4,11.4,14.0,
2015-07-10,14.0,14.2,15.1,13.8,14.2,15.8,9.0,17.8,12.3,11.5,
2015-07-11,11.1,13.6,14.9,18.9,19.5,22.2,8.2,21.9,12.6,12.2,
2015-07-12,13.1,15.3,18.8,11.3,19.7,20.0,12.8,21.4,17.2,13.7,
2015-07-13,11.9,14.8,13.5,13.0,10.1,13.3,11.8,16.9,16.1,12.4,
2015-07-14,17.0,19.6,15.1,21.9,16.3,14.5,14.0,26.8,20.1,17.5,
2015-07-15,16.3,17.0,30.1,18.4,16.8,27.1,13.4,22.5,16.3,13.4,
2015-07-16,16.6,19.6,20.0,17.1,24.1,26.1,16.0,21.3,16.2,14.2,
2015-07-17,16.5,19.7,27.4,21.4,29.7,33.0,14.1,30.9,21.6,22.9,
2015-07-18,25.0,27.3,29.3,26.4,28.6,30.3,20.4,32.4,25.4,30.9,
2015-07-19,14.5 ,24.4,16.8,17.4,24.0,13.7,21.9,15.7,13.6,
2015-07-20,13.4,13.1,17.9,13.2,14.4,17.0,12.2,16.3,12.8,11.9,
2015-07-21,13.8,15.5,17.3,12.7,14.7,17.5,16.4,17.5,15.7,16.2,
2015-07-22,20.0,23.3,21.7,18.7,19.4,26.3,15.4,27.3,23.0,13.4,
2015-07-23,14.1,19.4,22.1,15.4,16.6,26.2,16.9,25.3,13.8,17.5,
2015-07-24,15.6,22.9,24.9,21.5,20.4,32.1,12.5,23.7,18.7,17.0,
2015-07-25,18.7,20.7,28.2,19.6,18.2,25.3,14.7,24.1,17.8,14.8,
2015-07-26,12.4,14.2,15.8,10.7,13.4,10.2,6.4,16.6,11.4,11.6,
2015-07-27,15.9,16.5,14.2,11.7,14.5,11.3,13.5,14.6,14.6,16.1,
2015-07-28,13.3,14.2,11.2,13.6,12.0,12.0,8.4,17.0,14.1,14.8,
2015-07-29,14.8,17.0,14.8,12.6,14.9,14.6,10.4,15.6,14.7,12.5,
2015-07-30,16.9,14.5,15.7,11.9,15.1,22.8,8.7,16.3,13.2,13.9,
2015-07-31,17.9,18.5,18.3,11.9,25.4,23.3,8.3,21.3,13.5,14.7,
2015-08-01,23.5,22.4,24.9,21.1,27.8,27.9,15.3,26.1,24.3,17.2,
2015-08-02,29.8,27.4,25.3,22.2,34.6,29.1,7.5,30.5,28.1,23.7,
2015-08-03,41.1,34.2,38.5,23.3,68.4,43.4,31.9,35.8,33.7,27.5,
2015-08-04,45.2,37.9,39.7,32.2,52.1,41.4,29.8,40.6,41.6,35.8,
2015-08-05,29.4,27.8,34.0,19.6,32.9,30.6,19.1,36.8,23.4,22.1,
2015-08-06,30.3,23.7,22.8,22.5,31.1,27.5,23.6,29.3,28.8,24.4,
2015-08-07,47.6,37.5,19.5,30.9,67.9,43.1,37.9,46.7,42.0,38.9,
2015-08-08,40.0,34.7,38.8,34.4,42.2,37.0,35.3,45.4,40.5,34.1,
2015-08-09,16.3,19.2,29.5,21.1,16.3,30.8,12.4,30.5 ,15.7,
2015-08-10,17.1,17.5,22.2,20.8,26.2,29.3,15.8,28.9 ,14.5,
2015-08-11,35.2,29.7,33.1,29.8,40.5,35.8,23.9,40.8,37.9,30.3,
2015-08-12,31.6,29.9 ,35.1,31.1,39.6,32.6,43.3,37.6,34.0,
2015-08-13,18.7,17.9 ,17.0,23.5,24.3,13.0,22.2,18.1,16.9,
2015-08-14,26.2,22.7 ,24.2,31.3,31.4,18.5,28.9,24.4,16.0,
2015-08-15,27.2,23.2 ,26.2,28.8,25.9,24.4,27.6,27.3,32.2,
2015-08-16,21.9,21.2 ,19.8,22.8,20.0,23.5,22.1  ,
2015-08-17,29.6,27.7 ,27.2,34.6,33.1,22.1,32.6  ,
2015-08-18,30.6,24.9 ,26.5,38.6,40.5,22.1,32.8 ,22.3,
2015-08-19,37.7,28.8 ,24.4,33.3,37.6,23.4,30.3,17.1,16.6,
2015-08-20,39.9,31.6,30.8,22.9,43.7,34.8,30.9,30.7,26.4,29.8,
2015-08-21,40.4,32.6,33.3,26.0,64.1,43.1,28.4,37.7,32.5,31.1,
2015-08-22,35.3,27.0,28.5,25.5,54.8,37.0,23.8,33.6,36.4,21.3,
2015-08-23,28.2,22.4,25.1,21.4,30.7,27.7,20.2,25.2,29.6,13.7,
2015-08-24,35.3,25.0,28.1,23.4,28.4,28.8,26.7,28.0 ,16.6,
2015-08-25,17.9,17.2,16.8,14.0,13.2,13.6,16.5,16.3,13.2,15.4,
2015-08-26,26.2,15.6,15.2,11.4,20.3,16.6,18.5,18.1,19.3,16.6,
2015-08-27,31.1,23.6,24.5,17.4,23.8,20.5,27.3,26.5,22.5,17.1,
2015-08-28,14.6,20.3,23.4,18.3,11.4,23.1,12.7,27.0 ,15.6,
2015-08-29,21.4,17.5,15.0,12.0,26.3,21.6,12.6,16.6,15.0,19.0,
2015-08-30,21.7,19.1,21.4,17.4,24.8,22.2,13.1,25.4,20.6,18.9,
2015-08-31,37.6,34.0,35.0,26.2,54.4,36.2,28.2,35.2,31.8,35.4,
2015-09-01,47.1,44.9,50.9,34.1,37.4,49.9,33.5,48.8,54.9,67.1,
2015-09-02,12.0,11.6,17.6,9.4,11.6,15.3,8.4,13.4,9.6,11.8,
2015-09-03 ,19.9,23.7,13.7,16.0,22.4,17.1,19.7,14.0 ,
2015-09-04,13.1,22.0,26.0,11.2,10.2,21.0,10.6,24.9,11.1,11.9,
2015-09-05,11.3,12.0,15.6,12.6,9.8,12.7,8.0,14.1,9.5,6.8,
2015-09-06,6.6,7.1,8.6,7.7,6.9,7.5,6.4,9.4,7.6,4.1,
2015-09-07,7.0,6.9,10.0,10.7,9.1,10.1,5.3,9.5,6.8,9.2,
2015-09-08,8.4,8.3,9.0,10.1,9.4,9.0,6.3,13.4,8.5,9.5,
2015-09-09,9.4,12.6,13.9,8.7,14.2,13.9,8.7,19.7,12.0,9.3,
2015-09-10,14.5,15.9,22.3,14.4,21.8,22.3,10.4,24.4,16.4,11.7,
2015-09-11,20.6,19.1,21.8,18.3,19.9,21.8,16.0,19.9,19.2,15.9,
2015-09-12,32.3,28.5,23.1,19.6,24.3,23.1,23.1,24.8,26.3,21.8,
2015-09-13,29.1,25.8,23.7,21.0,22.6,23.7,28.8,24.7,25.0,22.9,
2015-09-14,29.4,26.1,35.6,22.1,24.7,35.6,24.8,29.1,27.7,20.1,
2015-09-15,23.6,17.9,16.3,11.9,18.6,16.3,14.5,22.0,14.9,14.9,
2015-09-16,33.4,31.0,31.6,21.2,32.5,31.6,25.1,32.5,31.5,26.9,
2015-09-17,31.0,37.8,58.1,21.1,21.8,58.2,26.2,47.2,26.0,31.6,
2015-09-18,16.3,20.1,18.5,8.9,14.9,18.5,11.4,18.1,13.7,13.2,
2015-09-19,25.6,30.6,23.7,14.9,29.6,23.6,20.2,27.3,19.6,22.6,
2015-09-20,13.0,12.5,12.2,11.7,12.3,12.2,8.8,15.2,9.3,7.2,
2015-09-21,18.4,18.7,19.7,10.5,18.7,19.7 ,22.1,14.7,13.4,
2015-09-22,23.9,26.5,25.0,18.5,22.4,22.4 ,26.4,23.8,16.4,
2015-09-23,29.0,34.9,35.0,19.9,21.7,30.6 ,38.2,24.5,20.3,
2015-09-24,21.8,25.2,26.1,16.4,25.4,32.3 ,39.6,23.7,25.7,
2015-09-25,24.4,25.0,26.6,21.5,24.7,37.0 ,36.3,18.2,16.6,
2015-09-26,13.9,15.1,17.9,16.7,15.3,23.9,9.9,26.3,13.3,10.8,
