Data*Gniezno - ul. Paczkowskiego (pył zawieszony PM10 [jednostka ug/m3])*Kalisz - ul. Wyszyńskiego (pył zawieszony PM10 [jednostka ug/m3])*Leszno - ul. Kiepury (pył zawieszony PM10 [jednostka ug/m3])*Nowy Tomyśl - ul. Sienkiewicza (pył zawieszony PM10 [jednostka ug/m3])*Ostrów Wielkopolski - ul. Wysocka  (pył zawieszony PM10 [jednostka ug/m3])*Pila - ul. Kusocińskiego (pył zawieszony PM10 [jednostka ug/m3])*Pleszew - Al. Mickiewicza (pył zawieszony PM10 [jednostka ug/m3])*Poznań - ul. Szymanowskiego (pył zawieszony PM10 [jednostka ug/m3])*Tarnowo Podgórne - ul. Zachodnia (pył zawieszony PM10 [jednostka ug/m3])*Wągrowiec - ul. Lipowa (pył zawieszony PM10 [jednostka ug/m3])
2020-05-19,14.9,22.3,20.6,24.3,25.0,16.2,27.8,18.5,17.5,24.0,
2020-05-20,9.9,15.9,12.6,18.6,28.9,13.3,21.6,13.0,11.7,25.5,
2020-05-21,8.9,18.5,11.4,21.9,30.1,13.3,16.1,10.7,12.9,12.8,
2020-05-22,16.9,22.6,18.2,22.3,32.9,15.1,24.7,14.8,16.2,22.0,
2020-05-23,24.7,25.4,17.5,20.7,22.4,17.2,26.4,21.0,18.5,22.4,
2020-05-24,12.2,12.8,13.7,11.2,13.1,10.9,16.0,13.3,13.6,12.0,
2020-05-25,7.3,8.6,7.5,10.3,12.2,7.9,12.4,7.3,7.9,6.7,
2020-05-26,13.9,22.4,11.1,16.5,27.8,9.2,29.9,12.6,13.0,11.1,
2020-05-27,15.9,22.2,17.2,19.4,27.9,11.9,26.1,13.1,11.8,11.7,
2020-05-28,8.9,20.4,13.2,12.1,23.2,11.8,25.2,9.1 ,9.3,
2020-05-29,6.8,15.3,12.1,15.0,16.2,9.7,15.5,8.5,13.8,7.7,
2020-05-30,7.6,13.3,11.7,12.0,17.7,8.6,15.4,7.7,14.7,8.2,
2020-05-31,12.7,17.0,17.1 ,17.6,19.4,21.4,14.2,8.0,14.7,
2020-06-01,12.6,19.2,19.3 ,22.2,14.8,22.7,14.1,14.1,13.3,
2020-06-02,10.0,15.8,12.7 ,18.3,13.9,18.2,12.3,12.1,11.0,
2020-06-03,14.9,20.6,18.4 ,22.9,15.6,19.9,13.8,17.1,15.5,
2020-06-04,18.8,23.8,19.7 ,25.4,20.0,23.7,20.5,20.2,19.3,
2020-06-05,16.3,16.9,14.3 ,15.8,14.2,17.9,14.2,14.5,15.2,
2020-06-06,10.3,10.5,9.2 ,11.5,9.8,11.7,8.1,9.2,18.7,
2020-06-07,11.9,12.8,11.6 ,12.8,12.8,14.1,10.4,11.1,11.5,
2020-06-08,9.6,12.9,11.6 ,14.8,10.5,14.0,11.8,13.2,12.2,
2020-06-09,10.2,12.2,13.3 ,15.0,11.7,16.8 ,13.3,11.4,
2020-06-10,17.9,19.3,15.4,15.5,24.8,17.1,22.5,13.3,12.4,17.2,
2020-06-11,11.2,29.2,18.5,14.1,27.4,10.4,20.4,11.3,11.0,9.1,
2020-06-12,21.1,22.2,21.6,16.8,29.0,16.6,21.5,14.3,18.0,19.6,
2020-06-13,22.3,25.9,30.9 ,34.3,18.6,29.3,21.5,23.8,21.2,
2020-06-14,11.9,12.3,15.7 ,19.9,11.5,15.2,11.3,12.1,12.1,
2020-06-15,11.5,19.3  ,29.2,11.7,19.8,11.9,12.1,10.6,
2020-06-16,14.9,20.9  ,29.8,17.7,18.9,16.8,15.9,19.9,
2020-06-17,20.9,22.0  ,33.0,24.8,25.0,18.3,20.9,25.8,
2020-06-18,18.6,26.3  ,22.6,15.2,24.4,17.4,16.4,16.7,
2020-06-19,21.4,22.3  ,18.6,17.1,22.7,15.9,19.0,18.6,
2020-06-20,17.1,22.3  ,15.5,13.1,19.3,13.3,12.0,14.8,
2020-06-21,16.9,20.6  ,18.7,14.5,20.6,15.9,19.3,16.2,
2020-06-22,13.7,16.4  ,15.7,12.5,17.7,11.7,15.1,12.2,
2020-06-23,13.7,14.1  ,17.3,13.9,18.8,11.0,12.5,10.9,
2020-06-24,15.2,21.8  ,20.2,18.0,23.2,14.7,16.9,14.8,
2020-06-25 ,19.7  ,18.8,20.6,19.5,17.7,19.1,20.0,
2020-06-26,20.6,20.8 ,19.3,20.8,21.9,22.6,19.8,22.6,23.4,
2020-06-27,20.2,17.9 ,15.6,17.2,21.3,19.5,19.9,21.3,23.1,
2020-06-28,18.7,15.6 ,12.5,16.6,20.7,17.4,15.6,18.6,20.6,
2020-06-29,12.8,22.1 ,11.7,16.5,13.4,18.6,13.3,20.6,14.6,
2020-06-30,18.8,16.8,17.0,15.0,16.4,16.1,18.9,21.2,24.7,22.5,
2020-07-01,11.9,13.5,14.2 ,16.4,13.5,13.1,12.5,11.9,13.9,
2020-07-02,13.4,13.1,12.8,14.8,14.5,14.0,13.1,13.3,12.4,14.9,
2020-07-03,13.2,16.3,10.8,15.0,15.2,13.3,15.6,15.8,17.5,14.8,
2020-07-04,14.1,15.2 ,16.6,14.6,15.0,13.8,15.8,15.8,16.1,
2020-07-05,12.2,14.2 ,12.6,13.2,10.2,13.3,13.8,14.6,15.0,
2020-07-06,11.8,15.0 ,11.5,15.2,13.3,14.3,13.2,14.7,13.3,
2020-07-07,10.6,16.7 ,14.5,16.8,13.6,14.8,14.0 ,14.4,
2020-07-08,11.1,13.5 ,9.6,15.9,10.9,12.5,9.7 ,10.7,
2020-07-09,15.4,13.6 ,13.7,12.3,16.1,14.4,13.9 ,14.8,
2020-07-10,13.8,19.0 ,20.9,20.5,12.3,16.7,15.3,17.9,15.3,
2020-07-11,7.8,11.7 ,18.2,10.8,8.9,8.7,7.9,7.9,11.8,
2020-07-12,8.5,12.0 ,21.6,12.4,10.4,11.1,8.0,9.8,9.1,
2020-07-13,10.0,13.1  ,20.1,9.3,11.3,13.1,11.8,11.4,
2020-07-14,14.4,16.2  ,15.7,18.0,14.6,14.9,15.7,18.4,
2020-07-15,18.5,24.9,18.5 ,27.9,17.6,21.6,17.1,18.8,19.3,
2020-07-16,8.9,12.7,8.6 ,11.1,7.4,14.1,8.1,8.8,8.6,
2020-07-17,9.6,14.9,10.0 ,12.0,13.5,14.8,10.8,9.3,11.7,
2020-07-18,18.1,18.5,14.6 ,29.0,18.3,22.7,15.9,17.7,19.2,
2020-07-19,17.8,20.2,17.6 ,25.9,18.1,20.8,17.9,20.4,20.9,
2020-07-20,19.1,24.7,19.2 ,21.0 ,22.3,17.4,16.9,19.3,
2020-07-21,16.1,18.3,11.2 ,19.8 ,19.0,13.5,12.6,11.5,
2020-07-22,9.9,14.3,10.0 ,18.7 ,15.5,8.5,10.7,10.6,
2020-07-23,13.2,16.8,13.1 ,21.1 ,18.9,14.4,11.1,16.0,
2020-07-24,4.6,23.4,17.5 ,29.5 ,21.8,16.8,18.3,21.2,
2020-07-25,14.2,19.7,15.0,15.3,28.1,14.3,21.1,13.0,13.3,17.2,
2020-07-26,14.4,18.5,15.5,12.5,18.3,18.6,21.2,14.0,13.4,17.9,
2020-07-27,13.2,16.0,10.0,21.5,19.1,13.2,21.2,13.2,15.0,15.6,
2020-07-28,18.5,23.6 ,18.4,23.2,19.9,26.1,19.6,20.0,20.2,
2020-07-29,13.3,20.4,16.0,17.1,21.0,15.8,18.9,16.3,14.0,17.1,
2020-07-30,16.7,25.4,17.0,18.3,29.2,19.5,23.9,18.8,18.3,20.4,
2020-07-31,11.3,23.3,18.0,19.1,28.2,14.1,28.2,15.0,14.4,14.5,
2020-08-01,12.6,15.4,12.6,19.8,20.6,10.7,19.4,12.2,14.1,14.7,
2020-08-02,19.4,19.7,18.6,20.6,27.4,19.1,25.4,19.1,19.3,20.9,
2020-08-03,13.4,19.5,9.9,11.3,17.2,10.4,17.0,13.1,11.4,12.3,
